######################## ######################## ######################## ######################## ######################## ######################## ########################
# Radius (arcsec)	 Intensity B7 (Jy/sr)     Intensity B6 (Jy/sr)     Intensity B3 (Jy/sr)     Error Int B7 (Jy/sr)     Error Int B6 (Jy/sr)     Error Int B3 (Jy/sr)
######################## ######################## ######################## ######################## ######################## ######################## ########################
6.886673196964029353e-01 1.060267719850605583e+10 4.233413034914145947e+09 3.610725666153512001e+08 1.779234775790786743e+07 1.336558867659616470e+07 5.961911544342914596e+06
6.930607271094143540e-01 1.028837852089239502e+10 4.045002912865843296e+09 3.359871093638536334e+08 1.760329004570198059e+07 1.311317986706161499e+07 5.803440061197201721e+06
6.974541345507753176e-01 9.982296706686811447e+09 3.858171432387328148e+09 3.114339424456425309e+08 1.741368398278236389e+07 1.285767240518474579e+07 5.641979927345242351e+06
7.018475420199532522e-01 9.678440079909454346e+09 3.675249896206102371e+09 2.878884913632177711e+08 1.722044383904838562e+07 1.260436663912582397e+07 5.479397635026259348e+06
7.062409495164292395e-01 9.378529098845766068e+09 3.500844617471941471e+09 2.657162616880370975e+08 1.702562597429466248e+07 1.236165200136756897e+07 5.317735286046375521e+06
7.106343570396966847e-01 9.088700786187252045e+09 3.335246890556951523e+09 2.451740546359585524e+08 1.683463163824462891e+07 1.213148205311679840e+07 5.159225694827173837e+06
7.150277645892620937e-01 8.808915242809659958e+09 3.177146227205671310e+09 2.264190653379051089e+08 1.664913859926414490e+07 1.191294842393255234e+07 5.006213927165746689e+06
7.194211721646432967e-01 8.535826673168693542e+09 3.028118765510550499e+09 2.095230449176751077e+08 1.646863163236236572e+07 1.170852918701839447e+07 4.861024539536629803e+06
7.238145797653705582e-01 8.274060615509130478e+09 2.889458758179942608e+09 1.944888565684093833e+08 1.629773939176559448e+07 1.151969525714874268e+07 4.725816629094197415e+06
7.282079873909848011e-01 8.028620602757863998e+09 2.759202842364169121e+09 1.812672360794011056e+08 1.614089068971157074e+07 1.134308038618040085e+07 4.602458586463812739e+06
7.326013950410386055e-01 7.791512943450611115e+09 2.636885999536517620e+09 1.697721940997464061e+08 1.599369408526420593e+07 1.117713742561817169e+07 4.492439596477441490e+06
7.369948027150948766e-01 7.562744899953780174e+09 2.524499666613664627e+09 1.598941224190785587e+08 1.585660775285911560e+07 1.102362177375793457e+07 4.396821592716533691e+06
7.413882104127266226e-01 7.347069562129193306e+09 2.421860346885296822e+09 1.515101957004532516e+08 1.573226165371036530e+07 1.088158672174358368e+07 4.316226441447827965e+06
7.457816181335175099e-01 7.143282126921774864e+09 2.327398151753314018e+09 1.444920522134488225e+08 1.561916024521064758e+07 1.074848187954664230e+07 4.250848961823851801e+06
7.501750258770604196e-01 6.945940444611248016e+09 2.238944122002075672e+09 1.387109909301536977e+08 1.551327872775077820e+07 1.062121018396377563e+07 4.200485946639361791e+06
7.545684336429581140e-01 6.757847353258691788e+09 2.157485994468942165e+09 1.340410603122803420e+08 1.541487633059406281e+07 1.050152147486162186e+07 4.164573173816916533e+06
7.589618414308221261e-01 6.580787551122350693e+09 2.083509937784940243e+09 1.303604682625300586e+08 1.532344220355319977e+07 1.039092580339193344e+07 4.142225182246941142e+06
7.633552492402736478e-01 6.410577587656675339e+09 2.013769904368362188e+09 1.275517445352286994e+08 1.523543270781803131e+07 1.028550034397363663e+07 4.132275376366101671e+06
7.677486570709416425e-01 6.247233750714043617e+09 1.947382835200387478e+09 1.255010618947074860e+08 1.514966392098712921e+07 1.018487522467207909e+07 4.133316244626559317e+06
7.721420649224639554e-01 6.091177637192024231e+09 1.885746879043787956e+09 1.240970876042772979e+08 1.506544743895721436e+07 1.009208307363629341e+07 4.143740841921455692e+06
7.765354727944868696e-01 5.940632845136404991e+09 1.828135618181070566e+09 1.232297012923299372e+08 1.498126721791362762e+07 1.000667187664484978e+07 4.161787123529717792e+06
7.809288806866645505e-01 5.794407992589819908e+09 1.772654230854902744e+09 1.227888805960484594e+08 1.489620832425212860e+07 9.926139061101436615e+06 4.185586314756752923e+06
7.853222885986580470e-01 5.653573197154150963e+09 1.719342351599705935e+09 1.226640187383393198e+08 1.481103401862049103e+07 9.850473645514726639e+06 4.213215476878528483e+06
7.897156965301371789e-01 5.518163016029261589e+09 1.668394829640643597e+09 1.227438918678199947e+08 1.472624663370323181e+07 9.779412121589422226e+06 4.242753114504367113e+06
7.941091044807787602e-01 5.385635449162335396e+09 1.619026158136409998e+09 1.229174317223868072e+08 1.464091549283218384e+07 9.710959890406847000e+06 4.272335451604104601e+06
7.985025124502659333e-01 5.254731946932467461e+09 1.570705671172514677e+09 1.230753763845148236e+08 1.455489724081134796e+07 9.643254711476564407e+06 4.300210242099379189e+06
8.028959204382895010e-01 5.127199739371589661e+09 1.523029330516372442e+09 1.231127688190092295e+08 1.447005580842208862e+07 9.574444356207370758e+06 4.324784892157103866e+06
8.072893284445469275e-01 5.003013716901023865e+09 1.476226381295664787e+09 1.229321562946406901e+08 1.438699979751396179e+07 9.503618426445007324e+06 4.344666233045558445e+06
8.116827364687420054e-01 4.880320149801129341e+09 1.430526696458285570e+09 1.224472272632288635e+08 1.430490888760185242e+07 9.430109901662826538e+06 4.358690229362870567e+06
8.160761445105851886e-01 4.760013635039912224e+09 1.385036387272900343e+09 1.215865245590969175e+08 1.422454481052684784e+07 9.351692096603631973e+06 4.365940847015605308e+06
8.204695525697929259e-01 4.641683694353477478e+09 1.339962880636216164e+09 1.202968150931775272e+08 1.414551733737182617e+07 9.268163439968824387e+06 4.365757935171123594e+06
8.248629606460877728e-01 4.526016404614753723e+09 1.295879076571398258e+09 1.185456932228248715e+08 1.406790744233036041e+07 9.180516984887123108e+06 4.357734277877280489e+06
8.292563687391981686e-01 4.411318535782371521e+09 1.252608200685393333e+09 1.163230556777293235e+08 1.398995681193923950e+07 9.088738017837047577e+06 4.341702239752679132e+06
8.336497768488581039e-01 4.297652963078213692e+09 1.209773104282047749e+09 1.136412060957644284e+08 1.391090175355529785e+07 8.992477936736822128e+06 4.317711079355321825e+06
8.380431849748073425e-01 4.186762661710726261e+09 1.167715800290351629e+09 1.105335098789291829e+08 1.383106613443136215e+07 8.893107650193691254e+06 4.285997224094026722e+06
8.424365931167911992e-01 4.077629412652015686e+09 1.126620637617299318e+09 1.070516983560882956e+08 1.374887191349363327e+07 8.791810416529178619e+06 4.246951305345905013e+06
8.468300012745599847e-01 3.970403088444631100e+09 1.086483138136382341e+09 1.032620843092537075e+08 1.366361619616889954e+07 8.689315503952980042e+06 4.201086820863055997e+06
8.512234094478692281e-01 3.866296743708052635e+09 1.047099309881660342e+09 9.924107111217299104e+07 1.357569728619527817e+07 8.585706246299862862e+06 4.149015144798326772e+06
8.556168176364796762e-01 3.764706954943611145e+09 1.009145012230116725e+09 9.507039683130374551e+07 1.348430972597217560e+07 8.483280302456617355e+06 4.091429903204152361e+06
8.600102258401567390e-01 3.663809277647973061e+09 9.729589598309830427e+08 9.083254749357932806e+07 1.338754308364868164e+07 8.383395698726654053e+06 4.029100865332210436e+06
8.644036340586707112e-01 3.565630524727585316e+09 9.379292754388947487e+08 8.660670828178988397e+07 1.328737215814065933e+07 8.284617177537202835e+06 3.962874469022007659e+06
8.687970422917964397e-01 3.470970921589771271e+09 9.039827734069533348e+08 8.246551549800257385e+07 1.318510281460857391e+07 8.186825100616335869e+06 3.893676033377797808e+06
8.731904505393137672e-01 3.378594904846938610e+09 8.716665179824074507e+08 7.847274827036871016e+07 1.308012490695524216e+07 8.091628327380895615e+06 3.822508335314247292e+06
8.775838588010059782e-01 3.289107591706297398e+09 8.408903444338274002e+08 7.468197896571770310e+07 1.297396382451152802e+07 7.998836026909828186e+06 3.750442552967390977e+06
8.819772670766614642e-01 3.203158464209625721e+09 8.113036684735180140e+08 7.113610191024149954e+07 1.286843005320835114e+07 7.907418768170118332e+06 3.678599992611682042e+06
8.863706753660727244e-01 3.120585572336361408e+09 7.831212186616288424e+08 6.786759095301991701e+07 1.276447768492364883e+07 7.818138577085494995e+06 3.608125618610923644e+06
8.907640836690359221e-01 3.039869732594716549e+09 7.565477488134654760e+08 6.489929995504740626e+07 1.266123814471626282e+07 7.731835021112322807e+06 3.540156409003468696e+06
8.951574919853518830e-01 2.961942445063230515e+09 7.315861097106064558e+08 6.224561298184873909e+07 1.256092836902236938e+07 7.648854298861265182e+06 3.475788532730517909e+06
8.995509003148248750e-01 2.888968105046340942e+09 7.078082536282197237e+08 5.991376579459148645e+07 1.246725975400638580e+07 7.568086362310528755e+06 3.416047260028276592e+06
9.039443086572628294e-01 2.818583963399638653e+09 6.851591137112820148e+08 5.790518891990839690e+07 1.237794374264717102e+07 7.489686808653831482e+06 3.361862635444035288e+06
9.083377170124778965e-01 2.750798655937106133e+09 6.642030987557642460e+08 5.621675745510884374e+07 1.229356307983207703e+07 7.415983598057031631e+06 3.314052639899206813e+06
9.127311253802853352e-01 2.686518261696923256e+09 6.445337234203853607e+08 5.484186786850303411e+07 1.221560969384574890e+07 7.345907978004574776e+06 3.273314190289423801e+06
9.171245337605042902e-01 2.625804398515095234e+09 6.257667722937750816e+08 5.377129353477273881e+07 1.214421647113370895e+07 7.278338367046594620e+06 3.240221104135966860e+06
9.215179421529573478e-01 2.567489916308574200e+09 6.082245433155716658e+08 5.299379678632653505e+07 1.207797114269685745e+07 7.214600349172592163e+06 3.215227195769911166e+06
9.259113505574702030e-01 2.511711640708247185e+09 5.920025431586587429e+08 5.249649566797672957e+07 1.201680359449338913e+07 7.155142281440138817e+06 3.198671974069940392e+06
9.303047589738722145e-01 2.459498691127272606e+09 5.768422609486672878e+08 5.226499922909302264e+07 1.196145764179325104e+07 7.099029470693469048e+06 3.190785942515264731e+06
9.346981674019954056e-01 2.410097638813265324e+09 5.625977974329253435e+08 5.228333751235490292e+07 1.191058505625009537e+07 7.045660019906044006e+06 3.191692240799787920e+06
9.390915758416754633e-01 2.363079645671485424e+09 5.494458888059793711e+08 5.253372289847772568e+07 1.186321733038377762e+07 6.995604238742589951e+06 3.201401360338432714e+06
9.434849842927508501e-01 2.318643913007035255e+09 5.373651161203681231e+08 5.299618935119187087e+07 1.181900113630628586e+07 6.948723084547877312e+06 3.219796052864154335e+06
9.478783927550632482e-01 2.277263773205157757e+09 5.262551156597767472e+08 5.364816597259701788e+07 1.177788019207286835e+07 6.904613325502932072e+06 3.246604546145473141e+06
9.522718012284571154e-01 2.237716545246116638e+09 5.160047310460144877e+08 5.446405092972384393e+07 1.173817928143167496e+07 6.862882627355098724e+06 3.281362003793635871e+06
9.566652097127796850e-01 2.200159235866044998e+09 5.066276793412717581e+08 5.541486014357089251e+07 1.169967961119365692e+07 6.823740732350111008e+06 3.323362914014578331e+06
9.610586182078810769e-01 2.165078499054618835e+09 4.982319252978191972e+08 5.646803019994284958e+07 1.166261903726768494e+07 6.787937972526788712e+06 3.371610581563254818e+06
9.654520267136141864e-01 2.132373837045431614e+09 4.906320333342287540e+08 5.758745420155557990e+07 1.162680804367470741e+07 6.755096069484233856e+06 3.424773542511888780e+06
9.698454352298346848e-01 2.101244155991842508e+09 4.838064205278306603e+08 5.873382007298503816e+07 1.159134769205856323e+07 6.725626378151714802e+06 3.481161542068949901e+06
9.742388437564003523e-01 2.071586060091658592e+09 4.778137885558830500e+08 5.986530107156465948e+07 1.155618979861783981e+07 6.700358671920120716e+06 3.538734540275513660e+06
9.786322522931719670e-01 2.043986115601149797e+09 4.725694707969480753e+08 6.093861724959090352e+07 1.152222319557237625e+07 6.679533122895240784e+06 3.595156058605100960e+06
9.830256608400128604e-01 2.017628718458685398e+09 4.680178427546889782e+08 6.191044578131544590e+07 1.148871309143185616e+07 6.663502757122516632e+06 3.647896696237768978e+06
9.874190693967886956e-01 1.992592423494565248e+09 4.641723354366829991e+08 6.273911139249558747e+07 1.145605774565219879e+07 6.652819529995322227e+06 3.694385385962901171e+06
9.918124779633670229e-01 1.969214938256440878e+09 4.609901748450880051e+08 6.338644197075959295e+07 1.142503447208976746e+07 6.647612589438617229e+06 3.732196393737002742e+06
9.962058865396186125e-01 1.947114662785576820e+09 4.583966125095669031e+08 6.381963669277586043e+07 1.139547649507212639e+07 6.647884468893229961e+06 3.759251252463889774e+06
1.000599295125415678e+00 1.925849078370456696e+09 4.563413310539272428e+08 6.401297256348218769e+07 1.136708525733923912e+07 6.653551268361926079e+06 3.774008888580184430e+06
1.004992703720633429e+00 1.905409958417563200e+09 4.548106428153591156e+08 6.394917613217277080e+07 1.134010567025256157e+07 6.664257196649134159e+06 3.775615793520623818e+06
1.009386112325148410e+00 1.886247686877167702e+09 4.537530419656541944e+08 6.362031270391911268e+07 1.131531350108385086e+07 6.679193163609802723e+06 3.763991943378854077e+06
1.013779520938840051e+00 1.867758544764423132e+09 4.530923390690966249e+08 6.302809332889822870e+07 1.129203994803118706e+07 6.697909406864941120e+06 3.739836890592440031e+06
1.018172929561589335e+00 1.849660470196528435e+09 4.527757832156278491e+08 6.218356336693299562e+07 1.126999380195713043e+07 6.719484617953717709e+06 3.704552579182439949e+06
1.022566338193279911e+00 1.832327939242136955e+09 4.527456137697429061e+08 6.110620536146078259e+07 1.124962682550883293e+07 6.742468245465993881e+06 3.660092714710344560e+06
1.026959746833796538e+00 1.815528171668367386e+09 4.529294702336121202e+08 5.982255206669192761e+07 1.123057158325600624e+07 6.766212336008131504e+06 3.608760348395992536e+06
1.031353155483026640e+00 1.798989011594603777e+09 4.532656614229222536e+08 5.836445290941502154e+07 1.121240339036893845e+07 6.790115723860561848e+06 3.552983293288714252e+06
1.035746564140859638e+00 1.782643669179609537e+09 4.536844878905971646e+08 5.676716251109021157e+07 1.119490225397348404e+07 6.813142096980810165e+06 3.495099369410456624e+06
1.040139972807185842e+00 1.766538647101569653e+09 4.541109500990281701e+08 5.506742129050272703e+07 1.117794310293436050e+07 6.834454127345800400e+06 3.437179723519120365e+06
1.044533381481898893e+00 1.750584435776013613e+09 4.544740452339601517e+08 5.330167820587653667e+07 1.116124728310799599e+07 6.853637860453546047e+06 3.380909451143013313e+06
1.048926790164892653e+00 1.734605127504873037e+09 4.547040797783590555e+08 5.150457033144731820e+07 1.114445462160015106e+07 6.870518233370006084e+06 3.327532665887071751e+06
1.053320198856064094e+00 1.718584541233340740e+09 4.547271403624563813e+08 4.970773079538566619e+07 1.112738589803218842e+07 6.884925227203309536e+06 3.277857025329665281e+06
1.057713607555310853e+00 1.702515552926363707e+09 4.544775983924821019e+08 4.793895311594193429e+07 1.110989885749983788e+07 6.896662106568396091e+06 3.232303439589252695e+06
1.062107016262533010e+00 1.686116092791519880e+09 4.538941076969349980e+08 4.622170215424119681e+07 1.109156664526414871e+07 6.905941570462465286e+06 3.190982098663600162e+06
1.066500424977631756e+00 1.669219368641409636e+09 4.528969258159393668e+08 4.457493349599324912e+07 1.107209603535246849e+07 6.913022583243787289e+06 3.153776294063032139e+06
1.070893833700510500e+00 1.652052560281083584e+09 4.514347727551630139e+08 4.301316548305206001e+07 1.105166797613215446e+07 6.917777535869598389e+06 3.120419560776615515e+06
1.075287242431073542e+00 1.634559152074823856e+09 4.494630972888411880e+08 4.154674076619811356e+07 1.103016948305463791e+07 6.920156302038669586e+06 3.090557465147128329e+06
1.079680651169227401e+00 1.616431986728089333e+09 4.469459135108885169e+08 4.018221527281992137e+07 1.100717740961885452e+07 6.920050657992124557e+06 3.063791042946713511e+06
1.084074059914879484e+00 1.597662339552398443e+09 4.438064887543776631e+08 3.892281938649766147e+07 1.098262818906664848e+07 6.917143598628640175e+06 3.039703233265576418e+06
1.088467468667939198e+00 1.578449554716099739e+09 4.400047715613811016e+08 3.776894639488756657e+07 1.095675666265463829e+07 6.910985782768487930e+06 3.017872224341472611e+06
1.092860877428316835e+00 1.558529146285149574e+09 4.355822652807429433e+08 3.671863471685318649e+07 1.092917387692308426e+07 6.901200539389431477e+06 2.997876589966026600e+06
1.097254286195925133e+00 1.537749572855694532e+09 4.304821257969409227e+08 3.576802144381327927e+07 1.089962643323993683e+07 6.887206140453577042e+06 2.979296903430065606e+06
1.101647694970677493e+00 1.516336453928678274e+09 4.246305240510321259e+08 3.491175429264693707e+07 1.086838681629610062e+07 6.868259289616346359e+06 2.961717662132476922e+06
1.106041103752487986e+00 1.494347921343426704e+09 4.181192250073839426e+08 3.414335663698051125e+07 1.083551290538787842e+07 6.844183029377639294e+06 2.944732225149322301e+06
1.110434512541273566e+00 1.471629436917698622e+09 4.109698335016764402e+08 3.345554572674891353e+07 1.080073195505976677e+07 6.814716533476531506e+06 2.927952296957320999e+06
1.114827921336951633e+00 1.447930939573055983e+09 4.031086065894991755e+08 3.284050765486962721e+07 1.076359331020069122e+07 6.779265252730846405e+06 2.911022396385127213e+06
1.119221330139440695e+00 1.423772538568005085e+09 3.945572985710297823e+08 3.229013437191805243e+07 1.072485737726688385e+07 6.737678024968981743e+06 2.893638764650013298e+06
1.123614738948661262e+00 1.398962814691084862e+09 3.854493921280864477e+08 3.179622844652875140e+07 1.068415664037823677e+07 6.690477387397110462e+06 2.875571289539834019e+06
1.128008147764534730e+00 1.373122170108971596e+09 3.758369151747300625e+08 3.135068070367219672e+07 1.064077807368874550e+07 6.637921860984206200e+06 2.856686256637822837e+06
1.132401556586983382e+00 1.346849051835702419e+09 3.656990034980182648e+08 3.094562470696826652e+07 1.059561988681006432e+07 6.579856150762200356e+06 2.836967106862606946e+06
1.136794965415931058e+00 1.320403320603885174e+09 3.551081930080512166e+08 3.057357061689127237e+07 1.054905990677785873e+07 6.516638936106503010e+06 2.816529942002068739e+06
1.141188374251302928e+00 1.293310096643755198e+09 3.441678858873987794e+08 3.022751952921977267e+07 1.050015342497944832e+07 6.448785307388663292e+06 2.795630367651825305e+06
1.145581783093024608e+00 1.265555992255135536e+09 3.328414286900705695e+08 2.990105820343485475e+07 1.044871864102315903e+07 6.375917137247979641e+06 2.774658512815351598e+06
1.149975191941023489e+00 1.237542381777732134e+09 3.212132417380691171e+08 2.958843327850833908e+07 1.039533863362765312e+07 6.298317233526349068e+06 2.754119833451381419e+06
1.154368600795228517e+00 1.209378353152334213e+09 3.094464587672690749e+08 2.928460373283994943e+07 1.034008086906218529e+07 6.216809799548208714e+06 2.734600673748064786e+06
1.158762009655568193e+00 1.180964566290174961e+09 2.976618855306234956e+08 2.898527048440371081e+07 1.028259123962569237e+07 6.131992563702881336e+06 2.716719510520881973e+06
1.163155418521973239e+00 1.152586600831183434e+09 2.859210825716000199e+08 2.868688259736303613e+07 1.022329537551188469e+07 6.044111416049957275e+06 2.701067176003238652e+06
1.167548827394375710e+00 1.124598304977244616e+09 2.741162200928193331e+08 2.838662045172465220e+07 1.016284176256179810e+07 5.952112560001969337e+06 2.688141777151627000e+06
1.171942236272707438e+00 1.096340320699601650e+09 2.625202259031224847e+08 2.808235730430554971e+07 1.009967764183259010e+07 5.857987860038042068e+06 2.678285961948214564e+06
1.176335645156902698e+00 1.067836191180390954e+09 2.513191801530397236e+08 2.777260176467116550e+07 1.003367454709708691e+07 5.763347876906096935e+06 2.671635018996738363e+06
1.180729054046895321e+00 1.039929558011317730e+09 2.402501215301607251e+08 2.745642468336192146e+07 9.966714267784953117e+06 5.666105662761420012e+06 2.668083581013812684e+06
1.185122462942621580e+00 1.012712831026257992e+09 2.293682742202334702e+08 2.713337468474473059e+07 9.899074895167708397e+06 5.566866081128388643e+06 2.667276363353454508e+06
1.189515871844017303e+00 9.857753906470763683e+08 2.189423252823677957e+08 2.680338699509539083e+07 9.829798307776451111e+06 5.468396212431967258e+06 2.668624834869899321e+06
1.193909280751020319e+00 9.593013961637420654e+08 2.090390204806034565e+08 2.646669029248330370e+07 9.759408778489828110e+06 5.371887625881642103e+06 2.671347827117253561e+06
1.198302689663568676e+00 9.336429257427116632e+08 1.995200024683454037e+08 2.612371604885455221e+07 9.689006564996004105e+06 5.276545940165638924e+06 2.674530783256051131e+06
1.202696098581601758e+00 9.085955959412685633e+08 1.904763155664636493e+08 2.577501430335099995e+07 9.618226896339058876e+06 5.183867324149280787e+06 2.677196328961493447e+06
1.207089507505059389e+00 8.839842961045701504e+08 1.820333872268036306e+08 2.542117906862363964e+07 9.546765904337644577e+06 5.095779708381563425e+06 2.678378342044576537e+06
1.211482916433882950e+00 8.602557409041177034e+08 1.741627708182388246e+08 2.506278571547881141e+07 9.476165736764669418e+06 5.012642061535477638e+06 2.677192468643494882e+06
1.215876325368014266e+00 8.375235308792802095e+08 1.667620831826194227e+08 2.470034178661867604e+07 9.407079701167225838e+06 4.933953128506422043e+06 2.672897567962187342e+06
1.220269734307395604e+00 8.155805162222762108e+08 1.598648023179327250e+08 2.433425182622570172e+07 9.339195958463072777e+06 4.860597332813680172e+06 2.664944315202292055e+06
1.224663143251970787e+00 7.944039385730842352e+08 1.535313041660334468e+08 2.396479603303012624e+07 9.272737399137973785e+06 4.793685399031132460e+06 2.653008746272315271e+06
1.229056552201684305e+00 7.742293561027064323e+08 1.477341752032884955e+08 2.359212188407532126e+07 9.208751290693044662e+06 4.733309426008969545e+06 2.637009692296090070e+06
1.233449961156480645e+00 7.549516153837785721e+08 1.424519773248574138e+08 2.321624735193012655e+07 9.147195784923672676e+06 4.679530680655896664e+06 2.617109823167645838e+06
1.237843370116306518e+00 7.364118912770372629e+08 1.376554189472181201e+08 2.283707395404389128e+07 9.087829246096730232e+06 4.632267454633384943e+06 2.593700523821181152e+06
1.242236779081107301e+00 7.187207856868877411e+08 1.333587880502769351e+08 2.245440762319564447e+07 9.031245349849224091e+06 4.591738137366294861e+06 2.567371255054355599e+06
1.246630188050832144e+00 7.020902638395608664e+08 1.295224042645359486e+08 2.206798526124216616e+07 8.978323990080833435e+06 4.557575096249088645e+06 2.538864598233149853e+06
1.251023597025427314e+00 6.863794317932437658e+08 1.260716665405947119e+08 2.167750482089057937e+07 8.928775358251333237e+06 4.529037644574940205e+06 2.509019002825089730e+06
1.255417006004843072e+00 6.713358946821509600e+08 1.230250029865777940e+08 2.128265683772579581e+07 8.881931106794238091e+06 4.506167889472246170e+06 2.478702406908680219e+06
1.259810414989028349e+00 6.571450245715900660e+08 1.203611753201958984e+08 2.088315549384105951e+07 8.838457864167332649e+06 4.488515755690291524e+06 2.448741300796515774e+06
1.264203823977933627e+00 6.436913848652633429e+08 1.180241667444534600e+08 2.047876752144638449e+07 8.798044967544555664e+06 4.475394596726194024e+06 2.419851196834243368e+06
1.268597232971509614e+00 6.308904020621761084e+08 1.159778326404071897e+08 2.006933753622935340e+07 8.760452303571462631e+06 4.466218677962213755e+06 2.392575439495197032e+06
1.272990641969708570e+00 6.188735618599700928e+08 1.142192280838370025e+08 1.965480871331207082e+07 8.726034223767757416e+06 4.460511548305854201e+06 2.367239367850888520e+06
1.277384050972481644e+00 6.076632890100640059e+08 1.126928954792576432e+08 1.923523806574121118e+07 8.694762792419075966e+06 4.457523858215063810e+06 2.343925674265058711e+06
1.281777459979782874e+00 5.969502444795471430e+08 1.113451590639763772e+08 1.881080594180931151e+07 8.665679220416307449e+06 4.456602983759850264e+06 2.322474354462848511e+06
1.286170868991565408e+00 5.866665717977538109e+08 1.101502723192798197e+08 1.838181970411140099e+07 8.638506751643538475e+06 4.457146073545247316e+06 2.302507305212183390e+06
1.290564278007783727e+00 5.769819688122700453e+08 1.090853836081573218e+08 1.794871187320130318e+07 8.613565541114807129e+06 4.458506337399855256e+06 2.283474132769764401e+06
1.294957687028392312e+00 5.678119240218268633e+08 1.081013379149604887e+08 1.751203329477621615e+07 8.590477790627241135e+06 4.460088385012567043e+06 2.264712914717173669e+06
1.299351096053347199e+00 5.589629484875988960e+08 1.071413007687014788e+08 1.707244210896671191e+07 8.568605375628948212e+06 4.461362608283340931e+06 2.245518115091843996e+06
1.303744505082603755e+00 5.504743828738147020e+08 1.061774436111308634e+08 1.663068945305137150e+07 8.547893029084682465e+06 4.461776614864870906e+06 2.225207770140902605e+06
1.308137914116119127e+00 5.424249962913913727e+08 1.051824211653784662e+08 1.618760291020441800e+07 8.528375452367782593e+06 4.460836447228148580e+06 2.203183200796789955e+06
1.312531323153850016e+00 5.345562674151817560e+08 1.041122649858515561e+08 1.574406872800180130e+07 8.509277590609431267e+06 4.458087736292302608e+06 2.178976377050251234e+06
1.316924732195755121e+00 5.268348684034172893e+08 1.029265797166782916e+08 1.530101377587093040e+07 8.490378712140262127e+06 4.453047673412427306e+06 2.152282134141003713e+06
1.321318141241792254e+00 5.193250169807280302e+08 1.016042170577838570e+08 1.485938810152420960e+07 8.471706097965776920e+06 4.445300078896328807e+06 2.122974325584066100e+06
1.325711550291920338e+00 5.119358344391048551e+08 1.001318543435084373e+08 1.442014879530748352e+07 8.452922068919420242e+06 4.434500895862609148e+06 2.091106486910193227e+06
1.330104959346098292e+00 5.046046886081747413e+08 9.848716055237799883e+07 1.398424569358817115e+07 8.433762055584967136e+06 4.420237141575321555e+06 2.056898636916806689e+06
1.334498368404287483e+00 4.973724149492440820e+08 9.662047864570552111e+07 1.355260926308237389e+07 8.414249017368614674e+06 4.401699157293796539e+06 2.020712525546477176e+06
1.338891777466447275e+00 4.902193927413182259e+08 9.453358988215649128e+07 1.312614082221988030e+07 8.394266485116899014e+06 4.378458254814356565e+06 1.983018055624865461e+06
1.343285186532538811e+00 4.829633596105198860e+08 9.226954171032230556e+07 1.270570508550938778e+07 8.373238048761367798e+06 4.350562736367583275e+06 1.944353858143508667e+06
1.347678595602524343e+00 4.756191504859951138e+08 8.979102065985494852e+07 1.229212487236836925e+07 8.351124183107197285e+06 4.317085105972692370e+06 1.905285150763173355e+06
1.352072004676365236e+00 4.682645117203004956e+08 8.707794425604292750e+07 1.188617770989787206e+07 8.328101861198484898e+06 4.277124250126779079e+06 1.866362069824915379e+06
1.356465413754024407e+00 4.609233810742766261e+08 8.421873515540423989e+07 1.148859398311087862e+07 8.304217048341572285e+06 4.231410471374034882e+06 1.828081604291356169e+06
1.360858822835464554e+00 4.534854211135265827e+08 8.120986913171906769e+07 1.110005624640165828e+07 8.279066127846777439e+06 4.179388376521304250e+06 1.790856009948246181e+06
1.365252231920649706e+00 4.459356462844947577e+08 7.806491162903225422e+07 1.072119930498855188e+07 8.252536143118500710e+06 4.120824623798906803e+06 1.754990077606722014e+06
1.369645641009543002e+00 4.383603093132352829e+08 7.479299934865564108e+07 1.035261069994969293e+07 8.224870197664380074e+06 4.055359272795587778e+06 1.720668839629461290e+06
1.374039050102109361e+00 4.306618164310963154e+08 7.144036326612220705e+07 9.994831279217757285e+06 8.195648320440590382e+06 3.983534213439404964e+06 1.687956265465677949e+06
1.378432459198313920e+00 4.228447500566246510e+08 6.807340777232746780e+07 9.648355603241246194e+06 8.164792913402616978e+06 3.906561904939115047e+06 1.656804342657647096e+06
1.382825868298121597e+00 4.150290401387268305e+08 6.467092228253652155e+07 9.313632009563907981e+06 8.132698972117364407e+06 3.823845462358891964e+06 1.627070850282502361e+06
1.387219277401498196e+00 4.072468397784090638e+08 6.127684800978005677e+07 8.991062238719958812e+06 8.099449007059276104e+06 3.736394662986904383e+06 1.598543301996046444e+06
1.391612686508410190e+00 3.994289085650882721e+08 5.794083311392667890e+07 8.681000597629392520e+06 8.064681363883197308e+06 3.645586983452223241e+06 1.570966108765324112e+06
1.396006095618823828e+00 3.915239569699260592e+08 5.468150803998161852e+07 8.383752700177741237e+06 8.028066281166017056e+06 3.552209243900403380e+06 1.544068033255089074e+06
1.400399504732706246e+00 3.836712597270339131e+08 5.150090114644849300e+07 8.099573874156678095e+06 7.990168581271171570e+06 3.456588251066267490e+06 1.517587420513886726e+06
1.404792913850025471e+00 3.759200676854674816e+08 4.843742657478347421e+07 7.828667355825884268e+06 7.951198463753402233e+06 3.360250928672552109e+06 1.491293360371884424e+06
